"","Fecha","Irradiacion","Temperatura_minima","Temperatura_maxima","Presion_de_vapor","Precipitacion","Dias_con_lluvia"
"1","2000-01",18.74664,21.2096774193548,30.7387096774194,33.3865973541717,NA,NA
"2","2000-02",17.0694,21.3241379310345,31.3103448275862,34.2777994022756,NA,NA
"3","2000-03",15.75324,21.8806451612903,31.2258064516129,35.1206309104676,NA,NA
"4","2000-04",15.86376,21.46,30.1033333333333,32.6013521771793,NA,NA
"5","2000-05",15.91956,20.8290322580645,29.6193548387097,31.9139362327902,NA,NA
"6","2000-06",15.27336,20.7133333333333,29,31.2177606586724,NA,NA
"7","2000-07",15.68916,20.2967741935484,29.1322580645161,30.6056076184513,NA,NA
"8","2000-08",16.50672,20.4387096774194,29.8903225806452,32.1007511610851,NA,NA
"9","2000-09",18.95292,20.54,30.3533333333333,32.3659541483706,NA,NA
"10","2000-10",18.37224,21.0032258064516,31.0354838709677,33.4675197099174,NA,NA
"11","2000-11",17.34228,21.0566666666667,30.7966666666667,32.5820273744134,NA,NA
"12","2000-12",17.73,20.5483870967742,30.3322580645161,32.2592160896377,NA,NA
"13","2001-01",18.74664,19.8032258064516,32.4387096774194,34.9883056278343,NA,NA
"14","2001-02",17.0694,21.325,32.2964285714286,35.8258355465234,NA,NA
"15","2001-03",15.75324,21.9709677419355,31.8838709677419,35.3239627018947,410,12
"16","2001-04",15.86376,21.1033333333333,30.8233333333333,33.605512113957,513,22
"17","2001-05",15.91956,21.1483870967742,30.2032258064516,32.6034052164222,868,23
"18","2001-06",15.27336,20.34,28.3133333333333,29.8258467561215,603,28
"19","2001-07",15.68916,20.5451612903226,29.3709677419355,31.3328836123651,658,27
"20","2001-08",16.50672,NA,NA,NA,382,22
"21","2001-09",18.95292,NA,NA,NA,354,12
"22","2001-10",18.37224,21.0870967741935,31.2483870967742,33.6717060179584,413,19
"23","2001-11",17.34228,21.3033333333333,31.7966666666667,34.6735557163046,662,24
"24","2001-12",17.73,21.7935483870968,30.641935483871,33.0814324585658,640,22
"25","2002-01",18.74664,20.2258064516129,31.7258064516129,33.5702569546563,64,7
"26","2002-02",17.0694,22.2321428571429,33.8428571428571,38.1989610122316,90,4
"27","2002-03",15.75324,22.2709677419355,32.5741935483871,35.7703550020408,715,20
"28","2002-04",15.86376,21.49,30.2833333333333,32.3196619346627,789,28
"29","2002-05",15.91956,21.3129032258065,29.6161290322581,31.1598355272957,885,27
"30","2002-06",15.27336,20.53,28.2666666666667,30.0132243567789,678,23
"31","2002-07",15.68916,20.6322580645161,29.3516129032258,30.3520721093051,680,26
"32","2002-08",16.50672,20.7129032258064,29.7612903225806,31.4103056019486,349,19
"33","2002-09",18.95292,20.7566666666667,31.08,32.5018212632164,169,6
"34","2002-10",18.37224,20.958064516129,30.6193548387097,33.1298418364128,475,24
"35","2002-11",17.34228,20.91,30.9233333333333,33.0503592381029,555,24
"36","2002-12",17.73,21.141935483871,31.5225806451613,34.086954985647,352,22
"37","2003-01",18.74664,21.9451612903226,33.2225806451613,38.1976270688556,31,11
"38","2003-02",17.0694,23.2464285714286,33.1857142857143,39.1119516512087,96,15
"39","2003-03",15.75324,22.3967741935484,32.4064516129032,36.5087375493632,305,23
"40","2003-04",15.86376,21.62,30.2,33.2352169793752,533,23
"41","2003-05",15.91956,21.1032258064516,29.7129032258065,31.531906759104,929,28
"42","2003-06",15.27336,20.5666666666667,29.3533333333333,31.227070805978,765,27
"43","2003-07",15.68916,20.641935483871,28.5645161290323,30.3786720157611,413,26
"44","2003-08",16.50672,20.7741935483871,29.8225806451613,31.7955209275395,478,27
"45","2003-09",18.95292,20.6066666666667,30.2533333333333,32.1888330581438,655,22
"46","2003-10",18.37224,21.4290322580645,30.7032258064516,33.4876190745751,496,24
"47","2003-11",17.34228,21.1033333333333,30.9133333333333,32.9993213112242,619,25
"48","2003-12",17.73,21.458064516129,31.0741935483871,33.4610329179492,464,25
"49","2004-01",18.74664,21.7096774193548,31.8161290322581,35.5649082961579,320,13
"50","2004-02",17.0694,22.0172413793103,33.4103448275862,38.0297253595375,441,12
"51","2004-03",15.75324,22.2129032258065,31.5677419354839,35.7814137553703,344,17
"52","2004-04",15.86376,21.6533333333333,30.8666666666667,33.9241570896698,957,28
"53","2004-05",15.91956,21.3774193548387,29.4387096774194,32.0246622770312,1008,27
"54","2004-06",15.27336,20.56,28.74,31.0599417410374,764,25
"55","2004-07",15.68916,20.4096774193548,29.2322580645161,31.0186719514156,944,30
"56","2004-08",16.50672,20.741935483871,29.9354838709677,32.3284501629452,384,22
"57","2004-09",18.95292,20.7966666666667,30.3933333333333,32.5885653423803,395,24
"58","2004-10",18.37224,21.258064516129,31.0645161290323,33.0142943355133,683,24
"59","2004-11",17.34228,21.46,30.8666666666667,33.2853830712925,594,22
"60","2004-12",17.73,21.6516129032258,30.8612903225806,33.6759017168518,458,24
"61","2005-01",18.74664,21.6225806451613,31.7258064516129,33.7610754806718,390,15
"62","2005-02",17.0694,22.3214285714286,31.8,34.3080993176194,323,14
"63","2005-03",15.75324,22.558064516129,32.4774193548387,35.2601658898975,384,17
"64","2005-04",15.86376,21.8566666666667,30.1666666666667,32.6945556992342,867,27
"65","2005-05",15.91956,21.7193548387097,30.3612903225806,32.4953520637326,1155,27
"66","2005-06",15.27336,21.1033333333333,29.6966666666667,31.1385250283071,607,29
"67","2005-07",15.68916,20.6903225806452,29.0741935483871,30.1061544070871,474,25
"68","2005-08",16.50672,20.8935483870968,29.7161290322581,32.2449242733722,435,23
"69","2005-09",18.95292,21.2133333333333,30.6266666666667,33.1350905389676,455,24
"70","2005-10",18.37224,21.2064516129032,31.3483870967742,33.9306840328379,652,24
"71","2005-11",17.34228,21.42,30.4733333333333,32.9610954615645,681,26
"72","2005-12",17.73,21.2806451612903,31.541935483871,34.7173417326432,379,15
"73","2006-01",18.74664,21.4225806451613,31.3516129032258,NA,480,21
"74","2006-02",17.0694,22.1321428571429,31.7464285714286,NA,259,10
"75","2006-03",15.75324,21.9709677419355,30.5387096774194,NA,988,24
"76","2006-04",15.86376,21.7733333333333,30.57,NA,733,27
"77","2006-05",15.91956,20.9935483870968,28.7290322580645,NA,506,27
"78","2006-06",15.27336,20.7333333333333,29.17,NA,661,27
"79","2006-07",15.68916,20.4967741935484,28.8548387096774,NA,561,29
"80","2006-08",16.50672,20.9290322580645,30.1838709677419,32.5666944544874,563,21
"81","2006-09",18.95292,21.0866666666667,31.02,33.9585972323925,486,16
"82","2006-10",18.37224,21.6903225806452,30.9548387096774,33.3271405617058,714,25
"83","2006-11",17.34228,21.37,30.4,33.0920386958136,NA,NA
"84","2006-12",17.73,21.9290322580645,31.3193548387097,34.61145758159,NA,NA
"85","2007-01",18.74664,22.2451612903226,33.3064516129032,37.3929038574564,165,13
"86","2007-02",17.0694,23.3178571428571,35.5714285714286,41.848214771089,12,4
"87","2007-03",15.75324,22.7064516129032,32.5451612903226,37.0819162219794,603,21
"88","2007-04",15.86376,22.0633333333333,31.3,34.4442167021039,1026,29
"89","2007-05",15.91956,21.5225806451613,29.758064516129,32.4728503629133,632,25
"90","2007-06",15.27336,20.66,28.27,30.177027211022,828,28
"91","2007-07",15.68916,20.3838709677419,30.1,32.1883871784843,298,20
"92","2007-08",16.50672,20.4548387096774,29.5,31.3048873582997,383,24
"93","2007-09",18.95292,20.8566666666667,30.6033333333333,32.8633013534181,526,17
"94","2007-10",18.37224,21.0129032258065,30.6709677419355,32.6760837675452,634,24
"95","2007-11",17.34228,21.4166666666667,31.1966666666667,34.3503663826697,994,25
"96","2007-12",17.73,21.5935483870968,30.7451612903226,33.4197192936761,491,23
"97","2008-01",18.74664,21.4129032258065,31.6096774193548,35.3472123268686,210,17
"98","2008-02",17.0694,22.7724137931034,32.5172413793103,36.5836930509092,232,15
"99","2008-03",15.75324,22.9032258064516,33.6032258064516,38.7832876229082,189,18
"100","2008-04",15.86376,21.91,31.37,34.7532404569748,365,23
"101","2008-05",15.91956,21.3032258064516,29.9193548387097,32.1734227370603,783,25
"102","2008-06",15.27336,21.0033333333333,28.5733333333333,30.8503116233807,721,28
"103","2008-07",15.68916,20.6193548387097,29.1,30.8733819313391,761,27
"104","2008-08",16.50672,20.9806451612903,30.3258064516129,32.7306732821193,497,23
"105","2008-09",18.95292,20.6433333333333,30.7133333333333,33.4120117019494,391,21
